0.33663289 2.39588038
-0.20494088 -6.12126367
0.53190948 -2.12811031
-0.05147544 -5.68137274
0.07314171 7.76045001
-0.02573624 8.38043172
0.00506035 4.99406912
0.16501134 -2.79359893
0.18737113 7.24433162
0.69041993 0.95691775
-0.03294489 -3.53418489
-0.19206470 -3.98178969
-0.19070420 5.54293861
0.66787495 1.71391452
-0.27096590 -4.16522010
-0.05230499 7.01624789
1.11719713 -0.60690385
0.95504325 -0.30280803
-0.23442676 5.49783866
0.86953518 -0.63545300
0.99854133 -0.13433312
-0.19431314 -9.75080065
0.91918906 -0.66858395
-0.22244731 4.03846701
0.12685913 8.07033399
-0.19379040 3.71313248
-0.10645234 -6.18005507
0.06946606 -8.87953364
-0.19290147 5.12067226
-0.05708843 8.06168953
0.22676192 7.74499764
0.23373561 7.23252489
0.10172986 9.37302088
1.09553476 -0.58059763
-0.16058017 -3.58043662
-0.19375659 -3.39149989
-0.01608923 3.03023496
0.46635483 2.02118790
0.73750489 -1.80142904
0.01392164 -9.20470478
1.11817424 0.12388383
0.19583929 -6.43253991
-0.07687038 4.64137352
-0.15001856 9.72921193
-0.18065237 -3.67345537
-0.16210880 -5.19201758
-0.05847896 -6.75594430
-0.12369243 -9.32326091
0.03133980 -6.52489600
0.87657172 -0.55120030
0.02825905 6.39781798
-0.23621854 4.53280007
-0.07471067 4.96138023
-0.25167653 5.08463561
-0.20473132 4.71561485
-0.10937615 -5.14937285
0.02147917 8.64639914
0.23217550 -2.63154725
-0.26173465 3.75454977
0.38253494 -2.26428277
-0.20714342 -5.37302746
0.20503590 9.07376941
-0.15576317 -6.45232216
0.86573073 1.11479790
0.04446213 9.29158287
0.05237801 -8.01280100
0.20696601 -8.92556878
-0.00601308 -9.56534520
-0.19792414 -4.82573051
1.06492961 0.43424471
-0.21708018 4.80652119
-0.04605191 5.78067479
-0.08187279 4.29830496
0.04898558 -9.64626843
1.12180846 0.16889562
0.05546582 -8.15883180
0.78946955 1.46414565
-0.27153245 -3.71616390
0.61427065 -1.55439055
0.27126464 -2.25436127
0.97597178 -0.77107854
-0.05993754 7.75653877
-0.01556166 9.01407685
0.35191244 -1.80989691
0.01261069 -2.73649284
0.64069777 1.90503071
1.00772331 1.07670737
0.13725182 -3.14104741
-0.37193841 -4.59342842
0.00408734 3.88302630
0.85878585 1.26946073
0.71325231 -0.77306355
0.11295448 -9.86252824
0.05759529 -8.79496710
-0.40073433 4.22546573
-0.07980425 9.09607576
0.00522662 5.40033158
-0.02924980 3.70895394
-0.27552372 -5.15312863
0.16618967 6.38945465
-0.14344406 -3.63018683
0.78013212 -0.92879300
-0.05606005 6.79505645
0.00678638 8.48581261
0.04620072 5.62700805
-0.41190744 -4.54011679
0.14017639 5.94113325
0.17955685 -9.15055889
0.77428683 1.48517198
0.04240003 3.70444130
0.79492924 1.63124960
0.56587899 -1.32713202
0.85789670 -1.49969925
-0.14661120 3.92558946
0.50622255 1.87741443
0.27883530 -7.42137724
0.21283828 -2.27968559
0.68207734 -1.02316605
-0.08230812 3.05538443
0.03800355 -6.92921132
-0.02579868 4.23322610
-0.15580430 -9.41176000
-0.06436907 3.43294738
0.00657573 6.69748771
0.11765673 -8.10752506
-0.14557588 -5.45000838
-0.09165076 9.25855674
0.75141613 1.75683803
0.83127851 -1.32448588
0.13091423 -5.88834703
-0.25043722 5.33403247
0.11790491 7.67736428
-0.08356181 8.98033207
0.44440651 -1.66303694
-0.23144145 -3.92432672
0.24452935 6.67286697
0.11472889 9.04281028
0.89036735 -0.29055575
-0.30551146 -5.03861574
0.28091039 -2.47093277
-0.09508559 -5.79882872
-0.20890506 -4.93782919
-0.15165183 -6.43710943
1.13031945 -0.06740032
0.06797120 9.97030719
0.87668883 -0.97076873
-0.10135011 6.67485244
-0.25341419 -3.49267459
0.62761871 -1.44415058
-0.23143973 5.63633141
-0.14718292 3.87921484
-0.02961290 6.12269720
-0.31639265 -3.67228189
0.41680506 1.68067947
-0.07127753 -9.40076020
0.08442795 -7.15917140
0.15733843 -2.60543341
-0.21920115 -3.74765188
0.10580880 9.83807045
0.10357957 9.65211018
-0.01522233 7.25973030
0.43574421 2.14321135
-0.14546918 3.86784285
-0.37000091 -4.64642749
-0.38354994 3.98599316
-0.30291605 -4.61565558
-0.10983087 -5.60603533
0.02285152 5.97317568
-0.03064859 2.83020192
0.07314357 7.01419624
-0.14752516 -3.00763005
0.13732519 -7.64909621
1.08208005 0.64534221
-0.03768389 -4.43971886
0.92218062 1.17052310
-0.19864154 -3.95553085
0.22869211 2.78845281
0.41374248 2.11933149
-0.16600645 4.90020336
0.03762030 3.32489888
0.04359592 6.35065386
0.28410649 -8.61236883
0.10288172 -9.28117843
0.61370813 1.27687039
1.05830764 0.80985728
0.20021861 -2.17840331
-0.29193400 4.53984556
0.11075012 6.18204583
0.09716333 8.95476537
0.12950844 9.64259357
-0.05320990 -6.89775471
-0.01338223 8.37066935
0.53220659 -2.14293169
0.78759405 -0.31355068
-0.29405444 -4.92965250
0.01154191 -5.20447521
-0.06595124 9.09972330
-0.04948203 -4.61140125
0.96751825 -1.11473405
-0.04271724 6.20093418
0.60174502 2.09828241
0.02448680 2.89244016
0.03354493 -5.95675719
0.03286363 5.73648090
0.05030574 2.53042394
-0.23709576 3.29328314
0.27267027 -1.97543113
-0.38084819 4.04728665
0.32259622 -7.73572871
0.47833333 1.96985913
0.00723355 -8.08776030
-0.00851238 -5.50639051
-0.17936094 -5.14926920
0.42191493 2.33400885
0.24446154 -2.61571103
0.42011416 2.54107714
0.84034683 0.94691794
-0.03837108 -6.46103130
0.02261281 7.32056818
0.77748775 1.20325803
0.30220402 -2.37105854
0.16103781 8.07472991
-0.21792519 5.77740959
0.78959246 -1.11409733
-0.06718588 -8.44595986
-0.16271744 4.96550246
-0.08099272 5.81327400
0.12251390 -2.68523325
1.00960619 0.72137433
1.07957800 -0.22704346
0.31752812 2.56200051
-0.32389036 -5.15665432
0.11415651 7.64646034
1.10393895 -0.71314820
0.98091429 -1.14085127
0.00528001 -6.67709103
-0.19173416 -9.49235026
0.12207541 6.35949226
-0.07578298 -8.07846545
0.95360439 0.81819152
0.13305398 9.49099961
-0.33474029 4.81867025
-0.12852037 -5.53749841
0.38403496 -2.00503865
0.14275682 9.97753008
-0.27933703 4.47708286
-0.32994265 -5.43630116
0.20672514 7.78164087
0.09439069 9.01778046
-0.13787120 4.52564735
-0.02410056 -5.16435157
-0.07033883 3.17685745
-0.10439108 4.90015323
0.11652338 6.32786287
0.05831421 3.20118703
0.72382116 0.74815824
-0.05434746 5.26165125
-0.26288183 -5.43619935
0.17078202 6.32492878
0.64253470 1.67116975
0.63104020 1.14820137
-0.09246323 4.71669727
0.24170485 -7.28135156
0.15245249 -6.67328880
-0.27734944 -4.82415832
0.01253373 2.82680197
0.19955551 6.51051278
0.69116743 -1.01995895
-0.22329210 -3.66634879
